WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;BICISENDA;LADO_CICLO;RECORRID_X;CICLO_OBSE;TOOLTIP_BI
LINESTRING (-58.449854645942246 -34.552315508840877,-58.449910734723503 -34.552348685273884);1085;4111;MONROE;0;0;0;0;;CALLE;6.33;;MONROE;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.479254923589842 -34.552472675133252,-58.479589781022291 -34.552031904701906);1102;20127;SUPERI;3802;3900;3801;3899;;CALLE;57.75;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.435932655684795 -34.55254586683369,-58.436740989612112 -34.551609660107012);1107;6025;FIGUEROA ALCORTA, PRES. AV.;6502;6600;6501;6599;CENTENARIO, Av.;AVENIDA;127.63;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.489905114285094 -34.552730074346876,-58.489300220691774 -34.552367444428278);1132;19093;RUIZ HUIDOBRO AV.;4202;4300;0;0;;AVENIDA;68.56;corr.alt.8-1-03;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.457405495408509 -34.552800528710705,-58.457277734347493 -34.552734322869419,-58.456489893153389 -34.552325745367675);1141;3156;CONGRESO;1802;1900;1801;1899;;CALLE;99.18;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.490178483471183 -34.55287790726436,-58.489905114285094 -34.552730074346876);1151;19093;RUIZ HUIDOBRO AV.;0;0;0;0;;AVENIDA;29.97;no corresponde altura 8-1-03;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.457592753828251 -34.552897512986661,-58.457405495408509 -34.552800528710705);1153;3156;CONGRESO;0;0;0;0;;CALLE;20.28;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.449910734723503 -34.552348685273884,-58.450855824460398 -34.552908806431624);1156;4111;MONROE;1402;1500;1401;1499;;CALLE;106.70;;MONROE;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.463636038420695 -34.553055299533824,-58.464199096188388 -34.552286455651974);1176;16002;VUELTA DE OBLIGADO;3002;3100;3001;3099;OBLIGADO;CALLE;99.72;;VUELTA DE OBLIGADO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.456489893153389 -34.552325745367675,-58.455778728859677 -34.55322588945937);1190;16025;11 DE SEPTIEMBRE DE 1888;2702;2800;2701;2799;11 DE SEPTIEMBRE;CALLE;119.30;;11 DE SEPTIEMBRE DE 1888;DECRECIENTE;;;;;;
LINESTRING (-58.47867421199107 -34.553236942620714,-58.479254923589842 -34.552472675133252);1193;20127;SUPERI;3702;3800;3701;3799;;CALLE;100.14;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.491111058601511 -34.553372434887279,-58.490178483471183 -34.55287790726436);1206;19093;RUIZ HUIDOBRO AV.;4302;4400;0;0;;AVENIDA;101.66;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.450912680050457 -34.552942475456049,-58.452121638128993 -34.553658957164458);1239;4111;MONROE;1502;1600;1501;1599;;CALLE;136.49;;MONROE;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.492028149462982 -34.553857733289384,-58.49185200142383 -34.553765376868945,-58.491111058601511 -34.553372434887279);1261;19093;RUIZ HUIDOBRO AV.;4402;4500;0;0;;AVENIDA;99.92;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.459472171307333 -34.553875650287956,-58.458754702028592 -34.553499485171237,-58.458533989312578 -34.553385176809506);1263;3156;CONGRESO;2002;2100;2001;2099;;CALLE;101.86;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.462257594394067 -34.553810196188138,-58.462679199572129 -34.554029854958408);1280;18005;QUESADA;2302;2352;2315;2343;;CALLE;45.73;;QUESADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.462679199572129 -34.554029854958408,-58.463475670792597 -34.552973113774414);1281;16002;VUELTA DE OBLIGADO;2902;3000;2901;2999;OBLIGADO;CALLE;138.15;;VUELTA DE OBLIGADO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.455778728859677 -34.55322588945937,-58.455040739515219 -34.554087363849852);1287;16025;11 DE SEPTIEMBRE DE 1888;2602;2700;2601;2699;11 DE SEPTIEMBRE;CALLE;117.13;;11 DE SEPTIEMBRE DE 1888;DECRECIENTE;;;;;;
LINESTRING (-58.477855206580095 -34.554313716179522,-58.477935201986526 -34.554209546520042,-58.47867421199107 -34.553236942620714);1312;20127;SUPERI;3602;3700;3601;3699;;CALLE;141.13;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.452121638128993 -34.553658957164458,-58.45327350405649 -34.554341547633705);1315;4111;MONROE;1602;1700;1601;1699;;CALLE;130.04;;MONROE;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.492957253822119 -34.554344923280517,-58.492028149462982 -34.553857733289384);1319;19093;RUIZ HUIDOBRO AV.;4502;4600;0;0;;AVENIDA;100.96;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.460409683310878 -34.554367172892221,-58.459472171307333 -34.553875650287956);1321;3156;CONGRESO;2102;2200;2101;2199;;CALLE;101.87;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.493877769984998 -34.554827601104677,-58.492957253822119 -34.554344923280517);1367;19093;RUIZ HUIDOBRO AV.;4602;4700;0;0;;AVENIDA;100.02;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.461353845822138 -34.554862139194022,-58.460409683310878 -34.554367172892221);1369;3156;CONGRESO;2202;2300;2201;2299;;CALLE;102.59;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.461353845822138 -34.554862139194022,-58.462257594394067 -34.553810196188138);1370;16002;VUELTA DE OBLIGADO;2802;2900;2801;2899;OBLIGADO;CALLE;143.17;;VUELTA DE OBLIGADO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.45327350405649 -34.554341547633705,-58.454301032346358 -34.554950453331152);1394;4111;MONROE;1702;1800;1701;1799;;CALLE;116.00;;MONROE;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.455040739515219 -34.554087363849852,-58.454372883914658 -34.554867074157208,-58.454301032346358 -34.554950453331152);1395;16025;11 DE SEPTIEMBRE DE 1888;2502;2600;2501;2599;11 DE SEPTIEMBRE;CALLE;117.37;;11 DE SEPTIEMBRE DE 1888;DECRECIENTE;;;;;;
LINESTRING (-58.494211794323505 -34.555065976949749,-58.494115409367375 -34.554995928165411,-58.493877769984998 -34.554827601104677);1410;19093;RUIZ HUIDOBRO AV.;4702;4710;0;0;;AVENIDA;40.49;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.494878696972876 -34.555204400881017,-58.49504581069278 -34.555251048994286,-58.495275234680427 -34.555298384527141,-58.495489551895609 -34.55531377518821,-58.49568017617252 -34.555299785193441);1446;4053;BALBIN, RICARDO, DR. AV.;0;0;4401;4449;SAN ISIDRO-DEL TEJAR;AVENIDA;75.20;corrección numeración 28-1;AV.DR.RICARDO BALBIN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.454301032346358 -34.554950453331152,-58.453915891878538 -34.55539734805982);1459;16025;11 DE SEPTIEMBRE DE 1888;2452;2500;2451;2499;11 DE SEPTIEMBRE;CALLE;60.89;;11 DE SEPTIEMBRE DE 1888;DECRECIENTE;;;;;;
LINESTRING (-58.476990562729533 -34.555440069135642,-58.477855206580095 -34.554313716179522);1465;20127;SUPERI;3502;3600;3501;3599;;CALLE;148.02;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.462533043214712 -34.555480273340216,-58.461353845822138 -34.554862139194022);1468;3156;CONGRESO;2302;2400;2301;2399;;CALLE;128.12;;CONGRESO;DECRECIENTE;;;;;;
LINESTRING (-58.4947133495806 -34.55540910121254,-58.4943765516459 -34.555185658091176,-58.494211794323505 -34.555065976949749);1487;19093;RUIZ HUIDOBRO AV.;4712;4800;0;0;;AVENIDA;59.74;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.495567903511585 -34.555747239464452,-58.49520072732183 -34.555671872113763);1499;19093;RUIZ HUIDOBRO AV.;4852;4900;4851;4899;;AVENIDA;34.72;se completo numeración 8-1-3;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.495961739571499 -34.555701879807856,-58.495567903511585 -34.555747239464452);1500;19093;RUIZ HUIDOBRO AV.;0;0;0;0;;AVENIDA;36.49;;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.453915891878538 -34.55539734805982,-58.453492266667929 -34.555888818140943);1517;16025;11 DE SEPTIEMBRE DE 1888;2402;2450;2401;2449;11 DE SEPTIEMBRE;CALLE;66.96;;11 DE SEPTIEMBRE DE 1888;DECRECIENTE;;;;;;
LINESTRING (-58.476412276605281 -34.556193409225003,-58.476990562729533 -34.555440069135642);1551;20127;SUPERI;3402;3500;3401;3499;;CALLE;99.00;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.487384754066262 -34.556630436193011,-58.487915186202052 -34.555864095759844);1604;17155;GOYENECHE, ROBERTO PARQUE AV.;3802;3900;3801;3899;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;97.96;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.475902916605328 -34.556856875814177,-58.476412276605281 -34.556193409225003);1632;20127;SUPERI;3302;3400;3301;3399;;CALLE;87.19;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.452800776302489 -34.5568926125191,-58.453077496836833 -34.557054543400973);1655;16015;OLAZABAL;1802;1820;1777;1799;;CALLE;31.11;;OLAZABAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.429975331687011 -34.557208079271817,-58.43019646826346 -34.557033552966729,-58.432040374722803 -34.555572062061636,-58.434116180946901 -34.553953569072917);1666;6025;FIGUEROA ALCORTA, PRES. AV.;6002;6400;6001;6399;CENTENARIO, Av.;AVENIDA;524.19;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;Mano izquierda;Vereda;;Ciclovía
LINESTRING (-58.486838655766171 -34.557419383983898,-58.487384754066262 -34.556630436193011);1690;17155;GOYENECHE, ROBERTO PARQUE AV.;3702;3800;3701;3799;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;100.85;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.452000574977006 -34.557812657151914,-58.452800776302489 -34.5568926125191);1728;16025;11 DE SEPTIEMBRE DE 1888;2202;2300;2201;2299;11 DE SEPTIEMBRE;CALLE;125.74;;11 DE SEPTIEMBRE DE 1888;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.486457535250672 -34.557960117011106,-58.486838655766171 -34.557419383983898);1744;17155;GOYENECHE, ROBERTO PARQUE AV.;3652;3700;3651;3699;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;69.44;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.475028177267234 -34.557996314685255,-58.475902916605328 -34.556856875814177);1750;20127;SUPERI;3202;3300;3201;3299;;CALLE;149.74;;SUPERI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.43111534859144 -34.55826089190176,-58.431202881495551 -34.558198094777985,-58.431256182576114 -34.558165078856824,-58.431328979856495 -34.558125447906107,-58.431381682797848 -34.558098206684775,-58.431433280127223 -34.558068148128768,-58.431482835249867 -34.558035835405711,-58.431530092787824 -34.558001268452841,-58.431574967562206 -34.557964588102521,-58.431617374395024 -34.557925935187093,-58.431856324887775 -34.557685632806617,-58.43198609936821 -34.557566505201656,-58.432121224749295 -34.557479070372231,-58.432304279656258 -34.557379181980636,-58.43250913750024 -34.557247607129597,-58.43255827117752 -34.557201208715902,-58.432601107001759 -34.557150864888889,-58.432637389427327 -34.55709706857229,-58.432666607513141 -34.557040383051998,-58.432686971558724 -34.556986653228584,-58.432857205603007 -34.556551323084186,-58.4328831035916 -34.556494425418151,-58.432916236143534 -34.556440135263315,-58.432956092279355 -34.55638908632104,-58.433002331321219 -34.55634177148211,-58.433054442272422 -34.55629889487264,-58.433330742092203 -34.556090149334587,-58.433764808017308 -34.555783126318254,-58.433818109028117 -34.555742925839006,-58.433868942146532 -34.555700611981138,-58.433917222225148 -34.555656255153373,-58.433962949191844 -34.5556100666359,-58.434005867654811 -34.555562116797283,-58.434045892469044 -34.555512476046182,-58.434205217846369 -34.555335322153425,-58.434252474792714 -34.555294697516246,-58.434308666604224 -34.555262807731431,-58.434371494499857 -34.555241060768445,-58.434441213698463 -34.555229949656443,-58.434527021028124 -34.555218912643753,-58.434613252977755 -34.555210763124151,-58.43469990955618 -34.555205501096772,-58.434786650281936 -34.555203126482887,-58.434873475187423 -34.55520356885657,-58.434960213989513 -34.555206969030429,-58.435046696498759 -34.555213186114642,-58.435132837578053 -34.555222290516269,-58.43521846701406 -34.555234211771946,-58.435303414546887 -34.555249020270288,-58.435387595085338 -34.55526664556789);1774;2137;BELLO, ANDRES;0;0;0;0;;CALLE;553.35;;ANDRES BELLO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.486085690307299 -34.55850718533955,-58.486457535250672 -34.557960117011106);1808;17155;GOYENECHE, ROBERTO PARQUE AV.;3602;3650;3601;3649;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;69.62;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.451152592631978 -34.558787694370452,-58.452000574977006 -34.557812657151914);1823;16025;11 DE SEPTIEMBRE DE 1888;2102;2200;2101;2199;11 DE SEPTIEMBRE;CALLE;133.25;;11 DE SEPTIEMBRE DE 1888;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.496308832406875 -34.556161954944308,-58.496335195567013 -34.556176869541027,-58.496538612578817 -34.556317030974242,-58.496699635722003 -34.55645016130471,-58.496801413106418 -34.556583378407723,-58.496860819034978 -34.556765623594352,-58.496843857214174 -34.556919860687302,-58.496759235622882 -34.55710911825377,-58.496632218705223 -34.557291415399249,-58.496073243282822 -34.558027659104837,-58.49598861604872 -34.55820994395954,-58.495903914457337 -34.558420258203846,-58.495878616547408 -34.558595554675591,-58.495846344550557 -34.558786910092081);1824;21057;TRIUNVIRATO AV.;6452;6590;6451;6589;;AVENIDA;333.17;corr.8-1-03;AV. TRIUNVIRATO;DECRECIENTE;;;;;;
LINESTRING (-58.474324317348369 -34.558913185689462,-58.475028177267234 -34.557996314685255);1840;20127;SUPERI;3102;3200;3101;3199;;CALLE;120.49;;SUPERI;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.427482390334575 -34.559183108601616,-58.427848215408964 -34.558893059678496,-58.429769861897576 -34.557370566598955,-58.429975331687011 -34.557208079271817);1870;6025;FIGUEROA ALCORTA, PRES. AV.;5702;6000;5701;5999;CENTENARIO, Av.;AVENIDA;316.78;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;Mano izquierda;Vereda;;Ciclovía
LINESTRING (-58.427354913420672 -34.559283146685246,-58.427482390334575 -34.559183108601616);1879;6025;FIGUEROA ALCORTA, PRES. AV.;0;0;0;0;CENTENARIO, Av.;AVENIDA;16.13;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.473553016970492 -34.559797873968733,-58.474324317348369 -34.558913185689462);1928;20127;SUPERI;3002;3100;3001;3099;;CALLE;121.01;;SUPERI;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.485165931436676 -34.559874884395718,-58.485253833951077 -34.559748735763392,-58.485863770504629 -34.5588272420773,-58.486085690307299 -34.55850718533955);1938;17155;GOYENECHE, ROBERTO PARQUE AV.;3502;3600;3501;3599;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;173.63;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.428003970874933 -34.559980195142245,-58.428079996870217 -34.559962892003981,-58.428152533541621 -34.559943334208747,-58.428223964627087 -34.559921099881784,-58.428294034767575 -34.559896118527305,-58.428362573644797 -34.559868530951142,-58.428429666352258 -34.55983840760539,-58.428494972376342 -34.559805748396975,-58.428558321401134 -34.559770694132553,-58.428619798550862 -34.559733244838817,-58.428679063256723 -34.559693541275088,-58.428734923365262 -34.559652498646933,-58.42881123371167 -34.559562656662379,-58.428900830276767 -34.559456549971053,-58.428931152879173 -34.559413457833564,-58.42895892289647 -34.559367266251954,-58.429019492782032 -34.559256362496804,-58.429102465075303 -34.559109970321956,-58.429129214510404 -34.55906096139023,-58.429160735547406 -34.559000615224654,-58.429198392867583 -34.558922241753599,-58.429219012441628 -34.558874850909696,-58.42924031590708 -34.558820206401514,-58.429257022979805 -34.55876443381883,-58.429268538405069 -34.558705983634894,-58.429276648263226 -34.558648800179817,-58.429284162509575 -34.558590912303508,-58.429292269642865 -34.558540489713742,-58.429305828372541 -34.558481194974703,-58.429321682865236 -34.558428450452425,-58.429343665131995 -34.558378876759015,-58.429374922880292 -34.558337334124666,-58.42941009366011 -34.558302623843232,-58.429460928157972 -34.558266368451243,-58.429508183193406 -34.55824053507046,-58.429572888791967 -34.558215128961734,-58.429626438349935 -34.558201199188439,-58.429680411598113 -34.558192128880499,-58.429748939928054 -34.5581865837636,-58.429818658040148 -34.558186039154421,-58.429900972754091 -34.558190568541583,-58.429961920334861 -34.558196641511259,-58.430019802519915 -34.55820496725287,-58.430081940257118 -34.558215195598343,-58.430158718061442 -34.558229442080886,-58.430222642104724 -34.558243192116521,-58.430302227414124 -34.558261805649813,-58.430374919672978 -34.558274994526364,-58.430450762802813 -34.558285085460575,-58.430512221599756 -34.558290242756222,-58.430567212472866 -34.558291172776009,-58.43062314121719 -34.558288229603193,-58.430703758387942 -34.558280151800297,-58.43078360871236 -34.558273904812253,-58.430949521200823 -34.558267468906465,-58.43111534859144 -34.55826089190176);1955;2137;BELLO, ANDRES;0;0;0;0;;CALLE;402.55;;ANDRES BELLO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.472699307471814 -34.560776934449244,-58.473553016970492 -34.559797873968733);2016;20127;SUPERI;2902;3000;2901;2999;;CALLE;133.92;;SUPERI;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.484204772647296 -34.561253288225316,-58.485165931436676 -34.559874884395718);2064;17155;GOYENECHE, ROBERTO PARQUE AV.;3402;3500;3401;3499;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;176.53;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.472034711109401 -34.56154011978672,-58.472323771105685 -34.561207688125386,-58.472699307471814 -34.560776934449244);2097;20127;SUPERI;2802;2900;2801;2899;;CALLE;104.34;;SUPERI;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.495846344550557 -34.558786910092081,-58.495844936586607 -34.559100304865105,-58.495887341936111 -34.559345656493086,-58.496235721449708 -34.561567773461391,-58.496273160660884 -34.561735869256154);2115;21057;TRIUNVIRATO AV.;6102;6450;6101;6449;;AVENIDA;329.79;corr,nombre 8-1-03;AV. TRIUNVIRATO;DECRECIENTE;;;;;;
LINESTRING (-58.483822756043345 -34.56175337723775,-58.484204772647296 -34.561253288225316);2120;17155;GOYENECHE, ROBERTO PARQUE AV.;3352;3400;3351;3399;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;65.63;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.423902350039356 -34.562017009361888,-58.427073729428344 -34.55950701868273,-58.427250178263343 -34.55936653453989);2151;6025;FIGUEROA ALCORTA, PRES. AV.;5402;5692;5401;5691;CENTENARIO, Av.;AVENIDA;425.26;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.431290806044643 -34.561622355574976,-58.431772047748368 -34.561604308614008,-58.432448221562723 -34.561623070417539,-58.433253942521624 -34.561697848202762,-58.434132837851188 -34.561884544209704,-58.434858497864759 -34.562089157581006);2160;1047;ALSINA, VALENTIN AV.;0;0;0;0;;AVENIDA;334.34;;AV.VALENTIN ALSINA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.48347383958334 -34.562210147599501,-58.483822756043345 -34.56175337723775);2181;17155;GOYENECHE, ROBERTO PARQUE AV.;3302;3350;3301;3349;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;59.94;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";AV. PARQUE ROBERTO GOYENECHE;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.502659697175872 -34.562206502139802,-58.502807475783911 -34.561838057009261,-58.502996631236421 -34.561480936561281);2183;26006;YRURTIA, ROGELIO;5652;5700;5651;5699;;CALLE;86.32;;ROGELIO YRURTIA;DECRECIENTE;;;;;;
